Metric,5_steps_mean,5_steps_std,5_steps_max,10_steps_mean,10_steps_std,10_steps_max,20_steps_mean,20_steps_std,20_steps_max,30_steps_mean,30_steps_std,30_steps_max,40_steps_mean,40_steps_std,40_steps_max,50_steps_mean,50_steps_std,50_steps_max,60_steps_mean,60_steps_std,60_steps_max,70_steps_mean,70_steps_std,70_steps_max,80_steps_mean,80_steps_std,80_steps_max,90_steps_mean,90_steps_std,90_steps_max,100_steps_mean,100_steps_std,100_steps_max
Position,0.00045658909099305763,0.0011121908533195373,0.012561177984159238,0.0032383266669798075,0.006465661276061459,0.06852205588500683,0.02118268716256581,0.0347524544377296,0.31861305691232844,0.06185840356868648,0.09250865124774464,0.6838239052899917,0.1293111797178001,0.18211640814858376,1.3376617684825511,0.22529830934188835,0.3026756038683399,2.1301601897125564,0.34866439650155595,0.45256273443455186,2.9917214711715414,0.5003390280596138,0.6330972104345537,4.096838816796091,0.6762455715929876,0.8342379775737893,5.261964692081936,0.8794178724575284,1.0613227786985457,6.730797535644885,1.1137711207797087,1.3201895078659704,8.241593125881169
Velocity,0.035819284349848025,0.07235042947913951,0.6902404273686965,0.12326686465388957,0.1950373042128325,1.613130832066158,0.39679169448134377,0.5094347953973665,3.146815559944055,0.7625178862195786,0.8818218328467574,5.945895979921717,1.1760552716718526,1.2639331305269192,8.435339405127673,1.6132575610990196,1.6457763810880657,9.738198904806975,2.052343546908542,2.0131233271853057,11.670924226132719,2.4907929502715693,2.3692014490824853,13.734451323109731,2.910195634483845,2.6839259689456103,14.843528179455767,3.3256274738789706,2.979399228666181,16.266182441054976,3.748811740756569,3.2734218852645287,18.78154750193962
